"module name","licenses","repository","licenseUrl","parents"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir","https://github.com/avajs/find-cache-dir/raw/master/license","SparkTasks"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","pkg-dir:SparkTasks"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","logkitty:SparkTasks"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","SparkTasks"
"find-yarn-workspace-root@2.0.0","Apache-2.0","https://github.com/square/find-yarn-workspace-root","https://github.com/square/find-yarn-workspace-root/raw/master/LICENSE","SparkTasks"
"flow-enums-runtime@0.0.6","MIT","https://github.com/facebook/flow","https://github.com/facebook/flow/raw/master/LICENSE","SparkTasks"
"flow-parser@0.236.0","MIT","https://github.com/facebook/flow","https://github.com/facebook/flow","SparkTasks"
"follow-redirects@1.15.6","MIT","https://github.com/follow-redirects/follow-redirects","https://github.com/follow-redirects/follow-redirects/raw/master/LICENSE","SparkTasks"
"fontfaceobserver@2.3.0","BSD-2-Clause","https://github.com/bramstein/fontfaceobserver","https://github.com/bramstein/fontfaceobserver/raw/master/LICENSE","SparkTasks"
"for-each@0.3.3","MIT","https://github.com/Raynos/for-each","https://github.com/Raynos/for-each/raw/master/LICENSE","SparkTasks"
"foreground-child@3.1.1","ISC","https://github.com/tapjs/foreground-child","https://github.com/tapjs/foreground-child/raw/master/LICENSE","SparkTasks"
"form-data@3.0.1","MIT","https://github.com/form-data/form-data","https://github.com/form-data/form-data/raw/master/License","SparkTasks"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data","https://github.com/form-data/form-data/raw/master/License","axios:SparkTasks"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded","https://github.com/jshttp/forwarded/raw/master/LICENSE","server"
"freeport-async@2.0.0","MIT","https://github.com/expo/freeport-async","https://github.com/expo/freeport-async/raw/master/LICENSE","SparkTasks"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh","https://github.com/jshttp/fresh/raw/master/LICENSE","server"
"fs-extra@8.1.0","MIT","https://github.com/jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra/raw/master/LICENSE","SparkTasks"
"fs-extra@9.0.0","MIT","https://github.com/jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra/raw/master/LICENSE","@expo/image-utils:SparkTasks"
"fs-extra@9.1.0","MIT","https://github.com/jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra/raw/master/LICENSE","@expo/metro-config:SparkTasks"
"fs-minipass@2.1.0","ISC","https://github.com/npm/fs-minipass","https://github.com/npm/fs-minipass/raw/master/LICENSE","server"
"fs-minipass@3.0.3","ISC","https://github.com/npm/fs-minipass","https://github.com/npm/fs-minipass/raw/master/LICENSE","SparkTasks"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath","https://github.com/isaacs/fs.realpath/raw/master/LICENSE","server"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind","https://github.com/Raynos/function-bind/raw/master/LICENSE","server"
"function.prototype.name@1.1.6","MIT","https://github.com/es-shims/Function.prototype.name","https://github.com/es-shims/Function.prototype.name/raw/master/LICENSE","SparkTasks"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names","https://github.com/inspect-js/functions-have-names/raw/master/LICENSE","SparkTasks"
"gauge@3.0.2","ISC","https://github.com/iarna/gauge","https://github.com/iarna/gauge/raw/master/LICENSE","server"
"generate-function@2.3.1","MIT","https://github.com/mafintosh/generate-function","https://github.com/mafintosh/generate-function/raw/master/LICENSE","server"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync","https://github.com/loganfsmyth/gensync/raw/master/LICENSE","SparkTasks"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file","https://github.com/stefanpenner/get-caller-file/raw/master/LICENSE.md","SparkTasks"
"get-intrinsic@1.2.4","MIT","https://github.com/ljharb/get-intrinsic","https://github.com/ljharb/get-intrinsic/raw/master/LICENSE","SparkTasks"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type","https://github.com/cfware/get-package-type/raw/master/LICENSE","server"
"get-port@3.2.0","MIT","https://github.com/sindresorhus/get-port","https://github.com/sindresorhus/get-port/raw/master/license","SparkTasks"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream","https://github.com/sindresorhus/get-stream/raw/master/license","SparkTasks"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream","https://github.com/sindresorhus/get-stream/raw/master/license","@react-native-community/cli-tools:SparkTasks"
"get-symbol-description@1.0.2","MIT","https://github.com/inspect-js/get-symbol-description","https://github.com/inspect-js/get-symbol-description/raw/master/LICENSE","SparkTasks"
"getenv@1.0.0","MIT","https://github.com/ctavan/node-getenv","https://github.com/ctavan/node-getenv/raw/master/LICENSE.md","SparkTasks"
"getopts@2.3.0","MIT","https://github.com/jorgebucaran/getopts","https://github.com/jorgebucaran/getopts/raw/master/LICENSE.md","server"
"github-url-from-git@1.5.0","MIT","https://github.com/visionmedia/node-github-url-from-git","https://github.com/visionmedia/node-github-url-from-git/raw/master/LICENSE","UNDEFINED"
"github-url-from-username-repo@1.0.2","BSD-2-Clause","https://github.com/robertkowalski/github-url-from-username-repo","https://github.com/robertkowalski/github-url-from-username-repo/raw/master/LICENSE","UNDEFINED"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent","https://github.com/gulpjs/glob-parent/raw/master/LICENSE","server"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent","https://github.com/gulpjs/glob-parent/raw/master/LICENSE","tailwindcss:SparkTasks"
"glob@10.4.1","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","cacache:SparkTasks"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","UNDEFINED"
"glob@6.0.4","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","mv:SparkTasks"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","@expo/config-plugins:SparkTasks"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","server"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals","https://github.com/sindresorhus/globals/raw/master/license","SparkTasks"
"globalthis@1.0.4","MIT","https://github.com/ljharb/System.global","https://github.com/ljharb/System.global/raw/master/LICENSE","SparkTasks"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby","https://github.com/sindresorhus/globby/raw/master/license","SparkTasks"
"gopd@1.0.1","MIT","https://github.com/ljharb/gopd","https://github.com/ljharb/gopd/raw/master/LICENSE","SparkTasks"
"graceful-fs@3.0.12","ISC","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","UNDEFINED"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","readdir-scoped-modules:UNDEFINED"
"graceful-readlink@1.0.1","MIT","https://github.com/zhiyelee/graceful-readlink","https://github.com/zhiyelee/graceful-readlink/raw/master/LICENSE","server"
"graphql-tag@2.12.6","MIT","https://github.com/apollographql/graphql-tag","https://github.com/apollographql/graphql-tag/raw/master/LICENSE","SparkTasks"
"graphql@15.8.0","MIT","https://github.com/graphql/graphql-js","https://github.com/graphql/graphql-js/raw/master/LICENSE","SparkTasks"
"has-ansi@0.1.0","MIT","https://github.com/sindresorhus/has-ansi","https://github.com/sindresorhus/has-ansi","UNDEFINED"
"has-bigints@1.0.2","MIT","https://github.com/ljharb/has-bigints","https://github.com/ljharb/has-bigints/raw/master/LICENSE","SparkTasks"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag","https://github.com/sindresorhus/has-flag/raw/master/license","server"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag","https://github.com/sindresorhus/has-flag/raw/master/license","@expo/config-plugins:SparkTasks"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors","https://github.com/inspect-js/has-property-descriptors/raw/master/LICENSE","SparkTasks"
"has-proto@1.0.3","MIT","https://github.com/inspect-js/has-proto","https://github.com/inspect-js/has-proto/raw/master/LICENSE","SparkTasks"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols","https://github.com/inspect-js/has-symbols/raw/master/LICENSE","SparkTasks"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag","https://github.com/inspect-js/has-tostringtag/raw/master/LICENSE","SparkTasks"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode","https://github.com/iarna/has-unicode/raw/master/LICENSE","server"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn","https://github.com/inspect-js/hasOwn/raw/master/LICENSE","server"
"hermes-estree@0.19.1","MIT","https://github.com/facebook/hermes","https://github.com/facebook/hermes/raw/master/LICENSE","SparkTasks"
"hermes-estree@0.20.1","MIT","https://github.com/facebook/hermes","https://github.com/facebook/hermes/raw/master/LICENSE","metro:SparkTasks"
"hermes-parser@0.19.1","MIT","https://github.com/facebook/hermes","https://github.com/facebook/hermes/raw/master/LICENSE","SparkTasks"
"hermes-parser@0.20.1","MIT","https://github.com/facebook/hermes","https://github.com/facebook/hermes/raw/master/LICENSE","metro:SparkTasks"
"hermes-profile-transformer@0.0.6","MIT","https://github.com/MLH-Fellowship/hermes-profile-transformer","https://github.com/MLH-Fellowship/hermes-profile-transformer/raw/master/LICENSE","SparkTasks"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics","https://github.com/mridgway/hoist-non-react-statics/raw/master/LICENSE.md","SparkTasks"
"hosted-git-info@3.0.8","ISC","https://github.com/npm/hosted-git-info","https://github.com/npm/hosted-git-info/raw/master/LICENSE","SparkTasks"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors","https://github.com/jshttp/http-errors/raw/master/LICENSE","server"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors","https://github.com/jshttp/http-errors/raw/master/LICENSE","SparkTasks"
"https-proxy-agent@5.0.1","MIT","https://github.com/TooTallNate/node-https-proxy-agent","https://github.com/TooTallNate/node-https-proxy-agent","server"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals","https://github.com/ehmicky/human-signals/raw/master/LICENSE","SparkTasks"
"iconv-lite@0.4.23","MIT","https://github.com/ashtuchkin/iconv-lite","https://github.com/ashtuchkin/iconv-lite/raw/master/LICENSE","server"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite","https://github.com/ashtuchkin/iconv-lite/raw/master/LICENSE","mysql2:server"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754","https://github.com/feross/ieee754/raw/master/LICENSE","SparkTasks"
"ignore-by-default@1.0.1","ISC","https://github.com/novemberborn/ignore-by-default","https://github.com/novemberborn/ignore-by-default/raw/master/LICENSE","server"
"ignore@5.3.1","MIT","https://github.com/kaelzhang/node-ignore","https://github.com/kaelzhang/node-ignore/raw/master/LICENSE-MIT","SparkTasks"
"image-size@1.1.1","MIT","https://github.com/image-size/image-size","https://github.com/image-size/image-size/raw/master/LICENSE","SparkTasks"
"import-fresh@2.0.0","MIT","https://github.com/sindresorhus/import-fresh","https://github.com/sindresorhus/import-fresh/raw/master/license","SparkTasks"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js","https://github.com/jensyt/imurmurhash-js","SparkTasks"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string","https://github.com/sindresorhus/indent-string/raw/master/license","SparkTasks"
"inflight@1.0.6","ISC","https://github.com/npm/inflight","https://github.com/npm/inflight/raw/master/LICENSE","server"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","server"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","UNDEFINED"
"ini@1.3.8","ISC","https://github.com/isaacs/ini","https://github.com/isaacs/ini/raw/master/LICENSE","SparkTasks"
"internal-ip@4.3.0","MIT","https://github.com/sindresorhus/internal-ip","https://github.com/sindresorhus/internal-ip/raw/master/license","SparkTasks"
"internal-slot@1.0.7","MIT","https://github.com/ljharb/internal-slot","https://github.com/ljharb/internal-slot/raw/master/LICENSE","SparkTasks"
"interpret@2.2.0","MIT","https://github.com/gulpjs/interpret","https://github.com/gulpjs/interpret/raw/master/LICENSE","server"
"invariant@2.2.4","MIT","https://github.com/zertosh/invariant","https://github.com/zertosh/invariant/raw/master/LICENSE","SparkTasks"
"ip-regex@2.1.0","MIT","https://github.com/sindresorhus/ip-regex","https://github.com/sindresorhus/ip-regex/raw/master/license","SparkTasks"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js","https://github.com/whitequark/ipaddr.js/raw/master/LICENSE","server"
"is-array-buffer@3.0.4","MIT","https://github.com/inspect-js/is-array-buffer","https://github.com/inspect-js/is-array-buffer/raw/master/LICENSE","SparkTasks"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish","https://github.com/qix-/node-is-arrayish/raw/master/LICENSE","SparkTasks"
"is-arrayish@0.3.2","MIT","https://github.com/qix-/node-is-arrayish","https://github.com/qix-/node-is-arrayish/raw/master/LICENSE","simple-swizzle:SparkTasks"
"is-bigint@1.0.4","MIT","https://github.com/inspect-js/is-bigint","https://github.com/inspect-js/is-bigint/raw/master/LICENSE","SparkTasks"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path","https://github.com/sindresorhus/is-binary-path/raw/master/license","server"
"is-boolean-object@1.1.2","MIT","https://github.com/inspect-js/is-boolean-object","https://github.com/inspect-js/is-boolean-object/raw/master/LICENSE","SparkTasks"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer","https://github.com/feross/is-buffer/raw/master/LICENSE","server"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable","https://github.com/inspect-js/is-callable/raw/master/LICENSE","SparkTasks"
"is-core-module@2.13.1","MIT","https://github.com/inspect-js/is-core-module","https://github.com/inspect-js/is-core-module/raw/master/LICENSE","server"
"is-data-view@1.0.1","MIT","https://github.com/inspect-js/is-data-view","https://github.com/inspect-js/is-data-view/raw/master/LICENSE","SparkTasks"
"is-date-object@1.0.5","MIT","https://github.com/inspect-js/is-date-object","https://github.com/inspect-js/is-date-object/raw/master/LICENSE","SparkTasks"
"is-directory@0.3.1","MIT","https://github.com/jonschlinkert/is-directory","https://github.com/jonschlinkert/is-directory/raw/master/LICENSE","SparkTasks"
"is-docker@2.2.1","MIT","https://github.com/sindresorhus/is-docker","https://github.com/sindresorhus/is-docker/raw/master/license","SparkTasks"
"is-extglob@1.0.0","MIT","https://github.com/jonschlinkert/is-extglob","https://github.com/jonschlinkert/is-extglob/raw/master/LICENSE","is-invalid-path:SparkTasks"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob","https://github.com/jonschlinkert/is-extglob/raw/master/LICENSE","server"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point","https://github.com/sindresorhus/is-fullwidth-code-point/raw/master/license","SparkTasks"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point","https://github.com/sindresorhus/is-fullwidth-code-point/raw/master/license","server"
"is-glob@2.0.1","MIT","https://github.com/jonschlinkert/is-glob","https://github.com/jonschlinkert/is-glob/raw/master/LICENSE","is-invalid-path:SparkTasks"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob","https://github.com/micromatch/is-glob/raw/master/LICENSE","server"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive","https://github.com/sindresorhus/is-interactive/raw/master/license","SparkTasks"
"is-invalid-path@0.1.0","MIT","https://github.com/jonschlinkert/is-invalid-path","https://github.com/jonschlinkert/is-invalid-path/blob/master/LICENSE","SparkTasks"
"is-negative-zero@2.0.3","MIT","https://github.com/inspect-js/is-negative-zero","https://github.com/inspect-js/is-negative-zero/raw/master/LICENSE","SparkTasks"
"is-number-object@1.0.7","MIT","https://github.com/inspect-js/is-number-object","https://github.com/inspect-js/is-number-object/raw/master/LICENSE","SparkTasks"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number","https://github.com/jonschlinkert/is-number/raw/master/LICENSE","server"
"is-path-cwd@2.2.0","MIT","https://github.com/sindresorhus/is-path-cwd","https://github.com/sindresorhus/is-path-cwd/raw/master/license","SparkTasks"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside","https://github.com/sindresorhus/is-path-inside/raw/master/license","SparkTasks"
"is-plain-obj@2.1.0","MIT","https://github.com/sindresorhus/is-plain-obj","https://github.com/sindresorhus/is-plain-obj/raw/master/license","SparkTasks"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object","https://github.com/jonschlinkert/is-plain-object/raw/master/LICENSE","SparkTasks"
"is-promise@1.0.1","MIT","https://github.com/then/is-promise","https://github.com/then/is-promise/raw/master/LICENSE","transformers:server"
"is-promise@2.2.2","MIT","https://github.com/then/is-promise","https://github.com/then/is-promise/raw/master/LICENSE","server"
"is-property@1.0.2","MIT","https://github.com/mikolalysenko/is-property","https://github.com/mikolalysenko/is-property/raw/master/LICENSE","server"
"is-regex@1.1.4","MIT","https://github.com/inspect-js/is-regex","https://github.com/inspect-js/is-regex/raw/master/LICENSE","SparkTasks"
"is-shared-array-buffer@1.0.3","MIT","https://github.com/inspect-js/is-shared-array-buffer","https://github.com/inspect-js/is-shared-array-buffer/raw/master/LICENSE","SparkTasks"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream","https://github.com/sindresorhus/is-stream/raw/master/license","SparkTasks"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream","https://github.com/sindresorhus/is-stream/raw/master/license","tempy:SparkTasks"
"is-string@1.0.7","MIT","https://github.com/ljharb/is-string","https://github.com/ljharb/is-string/raw/master/LICENSE","SparkTasks"
"is-symbol@1.0.4","MIT","https://github.com/inspect-js/is-symbol","https://github.com/inspect-js/is-symbol/raw/master/LICENSE","SparkTasks"
"is-typed-array@1.1.13","MIT","https://github.com/inspect-js/is-typed-array","https://github.com/inspect-js/is-typed-array/raw/master/LICENSE","SparkTasks"
"is-unicode-supported@0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported","https://github.com/sindresorhus/is-unicode-supported/raw/master/license","SparkTasks"
"is-valid-path@0.1.1","MIT","https://github.com/jonschlinkert/is-valid-path","https://github.com/jonschlinkert/is-valid-path/blob/master/LICENSE","SparkTasks"
"is-weakref@1.0.2","MIT","https://github.com/inspect-js/is-weakref","https://github.com/inspect-js/is-weakref/raw/master/LICENSE","SparkTasks"
"is-wsl@1.1.0","MIT","https://github.com/sindresorhus/is-wsl","https://github.com/sindresorhus/is-wsl/raw/master/license","@react-native-community/cli-tools:SparkTasks"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl","https://github.com/sindresorhus/is-wsl/raw/master/license","SparkTasks"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray","https://github.com/juliangruber/isarray","SparkTasks"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray","https://github.com/juliangruber/isarray/raw/master/LICENSE","safe-array-concat:SparkTasks"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe","https://github.com/isaacs/isexe/raw/master/LICENSE","SparkTasks"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject","https://github.com/jonschlinkert/isobject/raw/master/LICENSE","SparkTasks"
"jackspeak@3.1.2","BlueOak-1.0.0","https://github.com/isaacs/jackspeak","https://github.com/isaacs/jackspeak/raw/master/LICENSE.md","SparkTasks"
"jade@1.11.0","MIT","https://github.com/jadejs/jade","https://github.com/jadejs/jade/raw/master/LICENSE","server"
"jest-environment-node@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-get-type@29.6.3","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-message-util@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-mock@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-util@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-validate@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jest-worker@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","SparkTasks"
"jimp-compact@0.16.1","MIT","https://github.com/nuxt-community/jimp-compact","https://github.com/nuxt-community/jimp-compact","SparkTasks"
"jiti@1.21.0","MIT","https://github.com/unjs/jiti","https://github.com/unjs/jiti/raw/master/LICENSE","SparkTasks"
"jju@1.4.0","MIT","https://github.com/rlidwka/jju","https://github.com/rlidwka/jju/raw/master/LICENSE","UNDEFINED"
"joi@17.13.1","BSD-3-Clause","https://github.com/hapijs/joi","https://github.com/hapijs/joi/raw/master/LICENSE.md","SparkTasks"
"join-component@1.1.0","MIT","","","SparkTasks"
"jquery-extend@2.0.3","MIT","https://github.com/dnukem/node-jquery-extend","https://github.com/dnukem/node-jquery-extend/raw/master/LICENSE","UNDEFINED"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens","https://github.com/lydell/js-tokens/raw/master/LICENSE","SparkTasks"
"js-yaml@3.14.1","MIT","https://github.com/nodeca/js-yaml","https://github.com/nodeca/js-yaml/raw/master/LICENSE","SparkTasks"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml","https://github.com/nodeca/js-yaml/raw/master/LICENSE","@expo/xcpretty:SparkTasks"
"jsc-android@250231.0.0","BSD-2-Clause","https://github.com/react-native-community/jsc-android-buildscripts","https://github.com/react-native-community/jsc-android-buildscripts/raw/master/LICENSE","SparkTasks"
"jsc-safe-url@0.2.4","0BSD","https://github.com/robhogan/jsc-safe-url","https://github.com/robhogan/jsc-safe-url/raw/master/LICENSE","SparkTasks"
"jscodeshift@0.14.0","MIT","https://github.com/facebook/jscodeshift","https://github.com/facebook/jscodeshift/raw/master/LICENSE","SparkTasks"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc","http://mths.be/mit","regjsparser:SparkTasks"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc","https://github.com/mathiasbynens/jsesc/raw/master/LICENSE-MIT.txt","SparkTasks"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors","https://github.com/zkat/json-parse-better-errors/raw/master/LICENSE.md","SparkTasks"
"json-parse-helpfulerror@1.0.3","MIT","https://github.com/smikes/json-parse-helpfulerror","https://github.com/smikes/json-parse-helpfulerror/raw/master/LICENSE","UNDEFINED"
"json-schema-deref-sync@0.13.0","MIT","https://github.com/bojand/json-schema-deref-sync","https://github.com/bojand/json-schema-deref-sync/raw/master/LICENSE","SparkTasks"
"json5@2.2.3","MIT","https://github.com/json5/json5","https://github.com/json5/json5/raw/master/LICENSE.md","SparkTasks"
"jsonfile@4.0.0","MIT","https://github.com/jprichardson/node-jsonfile","https://github.com/jprichardson/node-jsonfile/raw/master/LICENSE","SparkTasks"
"jsonfile@6.1.0","MIT","https://github.com/jprichardson/node-jsonfile","https://github.com/jprichardson/node-jsonfile/raw/master/LICENSE","@expo/image-utils:SparkTasks"
"jsonwebtoken@9.0.2","MIT","https://github.com/auth0/node-jsonwebtoken","https://github.com/auth0/node-jsonwebtoken/raw/master/LICENSE","server"
"jstransformer@0.0.2","MIT","https://github.com/jstransformers/jstransformer","https://github.com/jstransformers/jstransformer/raw/master/LICENSE","server"
"jwa@1.4.1","MIT","https://github.com/brianloveswords/node-jwa","https://github.com/brianloveswords/node-jwa/raw/master/LICENSE","server"
"jws@3.2.2","MIT","https://github.com/brianloveswords/node-jws","https://github.com/brianloveswords/node-jws/raw/master/LICENSE","server"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","server"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","SparkTasks"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur","https://github.com/lukeed/kleur/raw/master/license","SparkTasks"
"knex@3.1.0","MIT","https://github.com/knex/knex","https://github.com/knex/knex/raw/master/LICENSE","server"
"lazy-cache@1.0.4","MIT","https://github.com/jonschlinkert/lazy-cache","https://github.com/jonschlinkert/lazy-cache/raw/master/LICENSE","server"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven","https://github.com/sindresorhus/leven/raw/master/license","SparkTasks"
"license-checker@1.0.0","BSD-3-Clause","http://github.com/davglass/license-checker","http://github.com/davglass/license-checker/raw/master/LICENSE","UNDEFINED"
"lighthouse-logger@1.4.2","Apache-2.0","","","SparkTasks"
"lightningcss-win32-x64-msvc@1.19.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss","https://github.com/parcel-bundler/lightningcss/raw/master/LICENSE","SparkTasks"
"lightningcss@1.19.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss","https://github.com/parcel-bundler/lightningcss/raw/master/LICENSE","SparkTasks"
"lilconfig@2.1.0","MIT","https://github.com/antonk52/lilconfig","https://github.com/antonk52/lilconfig/raw/master/LICENSE","SparkTasks"
"lilconfig@3.1.1","MIT","https://github.com/antonk52/lilconfig","https://github.com/antonk52/lilconfig/raw/master/LICENSE","postcss-load-config:SparkTasks"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns","https://github.com/eventualbuddha/lines-and-columns/raw/master/LICENSE","SparkTasks"
"locate-path@3.0.0","MIT","https://github.com/sindresorhus/locate-path","https://github.com/sindresorhus/locate-path/raw/master/license","pkg-dir:SparkTasks"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path","https://github.com/sindresorhus/locate-path/raw/master/license","logkitty:SparkTasks"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path","https://github.com/sindresorhus/locate-path/raw/master/license","SparkTasks"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","SparkTasks"
"lodash.includes@4.3.0","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.isinteger@4.0.4","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.isnumber@3.0.3","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.isstring@4.0.1","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
"lodash.once@4.1.1","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","server"
